chat_id,message_timestamp,sender,message_text
"CHAT1054","2024-03-19 11:01:00","agente","Claro. ¿También un registrador de datos de temperatura (AC000092)?"
"CHAT1054","2024-03-19 11:02:30","cliente","Sí, uno de cada."
"CHAT1054","2024-03-19 11:14:00","agente","Pedido ORD0054 con sensor AC000096, sensor AC000097 y registrador AC000092. Total 350.00€."
"CHAT1054","2024-03-19 11:15:00","cliente","OK."
"CHAT1055","2024-03-19 14:00:50","cliente","Presupuesto radiadores zócalo 1m (AC000047)."
"CHAT1055","2024-03-19 14:01:30","agente","El AC000047 son tramos de 1m. ¿Cuántos necesitas? También tenemos radiadores de panel (AC000033)."
"CHAT1055","2024-03-19 14:03:00","cliente","Cinco tramos de zócalo. Y dos radiadores de panel."
"CHAT1055","2024-03-19 14:14:00","agente","Pedido ORD0055 con 5x AC000047 y 2x AC000033. Total 450.00€."
"CHAT1055","2024-03-19 14:15:00","cliente","Gracias."
"CHAT1056","2024-03-19 15:00:40","cliente","Información VREC 250m³/h (AC000122)."
"CHAT1056","2024-03-19 15:01:20","agente","El AC000122 recupera calor y humedad. ¿Necesitas conductos? Flexibles aislados (AC000125) o rígidos (AC000126)?"
"CHAT1056","2024-03-19 15:02:00","cliente","Un rollo de flexible y un tramo de rígido."
"CHAT1056","2024-03-19 15:19:00","agente","Pedido ORD0056 con VREC AC000122, conducto flexible AC000125 y conducto rígido AC000126. Total 700.00€."
"CHAT1056","2024-03-19 15:20:00","cliente","OK."
"CHAT1057","2024-03-19 16:00:50","cliente","Estoy montando un taller y necesito varias herramientas. Bomba de vacío (AC000421), manifold digital (AC000422), recuperador de refrigerante (AC000423), cortatubos (AC000424), abocinador (AC000425)."
"CHAT1057","2024-03-19 16:02:00","agente","Hola, tenemos esos productos. También te podría interesar curvadores (AC000426), doblador hidráulico (AC000427) o herramientas para cableado (AC000428, AC000429)."
"CHAT1057","2024-03-19 16:04:00","cliente","Sí, añade un curvador, un doblador hidráulico, una prensa terminales y un pelacables."
"CHAT1057","2024-03-19 16:44:00","agente","Pedido ORD0057 generado con todos los productos listados. Total 25000.00€."
"CHAT1057","2024-03-19 16:45:00","cliente","Perfecto."
"CHAT1058","2024-03-20 09:00:30","cliente","Duda sobre panel solar flexible 100W (AC000053)."
"CHAT1058","2024-03-20 09:01:00","agente","El AC000053 es ligero y flexible, ideal para caravanas. ¿Necesitas conectores MC4 (AC000063)?"
"CHAT1058","2024-03-20 09:02:30","cliente","Sí, 2 pares."
"CHAT1058","2024-03-20 09:09:00","agente","Pedido ORD0058 con un panel AC000053 y 2 pares de conectores AC000063. Total 280.00€."
"CHAT1058","2024-03-20 09:10:00","cliente","OK."
"CHAT1059","2024-03-20 10:00:50","cliente","Presupuesto sistema central por ductos 4 Ton (AC000004). Necesito filtros."
"CHAT1059","2024-03-20 10:01:30","agente","El AC000004 es para áreas grandes. Recomendamos filtros de alta eficiencia (AC000024). ¿Cuántos?"
"CHAT1059","2024-03-20 10:03:00","cliente","Tres unidades."
"CHAT1059","2024-03-20 10:19:00","agente","Pedido ORD0059 con el sistema central AC000004 y 3 filtros HEPA AC000024. Total 80.00€."
"CHAT1059","2024-03-20 10:20:00","cliente","Gracias."
"CHAT1060","2024-03-20 11:00:40","cliente","Quería sensores de movimiento (AC000075), puerta/ventana (AC000076) y fugas de agua (AC000077)."
"CHAT1060","2024-03-20 11:01:20","agente","Claro, modelos inalámbricos. ¿Cuántos de cada?"
"CHAT1060","2024-03-20 11:02:00","cliente","Uno de cada."
"CHAT1060","2024-03-20 11:09:00","agente","Pedido ORD0060 con un sensor AC000075, uno AC000076 y uno AC000077. Total 50.00€."
"CHAT1060","2024-03-20 11:10:00","cliente","OK."
"CHAT1062","2024-03-20 14:00:50","cliente","Presupuesto termo eléctrico 100L (AC000102)."
"CHAT1062","2024-03-20 14:01:30","agente","El AC000102 es para acumulación. ¿Necesitas también termo de 50L (AC000101) o vaso de expansión (AC000109)?"
"CHAT1062","2024-03-20 14:03:00","cliente","Uno de 100L, uno de 50L y un vaso de expansión."
"CHAT1062","2024-03-20 14:14:00","agente","Pedido ORD0062 con termo AC000102, termo AC000101 y vaso AC000109. Total 2100.00€."
"CHAT1062","2024-03-20 14:15:00","cliente","Gracias."
"CHAT1063","2024-03-20 15:00:45","cliente","Información inversor solar trifásico 10kW (AC000055)."
"CHAT1063","2024-03-20 15:01:30","agente","El AC000055 es para sistemas comerciales. ¿Necesitas cables (AC000061, AC000062)?"
"CHAT1063","2024-03-20 15:03:00","cliente","Cinco rollos de cada cable."
"CHAT1063","2024-03-20 15:19:00","agente","Pedido ORD0063 con inversor AC000055 y 5 rollos de cada cable (AC000061, AC000062). Total 1500.00€."
"CHAT1063","2024-03-20 15:20:00","cliente","Perfecto."
"CHAT1064","2024-03-20 16:00:30","cliente","Duda actuador fan coil (AC000089). ¿Qué termostato usa?"
"CHAT1064","2024-03-20 16:01:00","agente","Puede usar varios, como un termostato digital simple (AC000072). ¿Necesitas uno?"
"CHAT1064","2024-03-20 16:02:00","cliente","Sí, uno."
"CHAT1064","2024-03-20 16:09:00","agente","Pedido ORD0064 con actuador AC000089 y termostato AC000072. Total 850.00€."
"CHAT1064","2024-03-20 16:10:00","cliente","OK."
"CHAT1065","2024-03-21 09:00:50","cliente","Presupuesto radiadores aluminio (AC000040)."
"CHAT1065","2024-03-21 09:01:30","agente","El AC000040 es 500x800mm. ¿Cuántos necesitas? También tenemos de acero (AC000033)."
"CHAT1065","2024-03-21 09:03:00","cliente","Dos de aluminio y tres de acero."
"CHAT1065","2024-03-21 09:19:00","agente","Pedido ORD0065 con 2x AC000040 y 3x AC000033. Total 3500.00€."
"CHAT1065","2024-03-21 09:20:00","cliente","Gracias."
"CHAT1066","2024-03-21 10:00:40","cliente","Quería válvulas antirretorno 3/4 (AC000116)."
"CHAT1066","2024-03-21 10:01:20","agente","Claro. ¿Cuántas? También tenemos válvulas bola 1/2 (AC000114)."
"CHAT1066","2024-03-21 10:02:00","cliente","Dos antirretorno y cinco bola."
"CHAT1066","2024-03-21 10:14:00","agente","Pedido ORD0066 con 2x AC000116 y 5x AC000114. Total 4200.00€."
"CHAT1066","2024-03-21 10:15:00","cliente","Perfecto."
"CHAT1068","2024-03-21 14:00:30","cliente","Duda AC portátil 10000 BTU (AC000007)."
"CHAT1068","2024-03-21 14:01:00","agente","El AC000007 es con kit de ventana. ¿Necesitas filtros (AC000023) o base (AC000025)?"
"CHAT1068","2024-03-21 14:02:30","cliente","Un filtro y una base."
"CHAT1068","2024-03-21 14:09:00","agente","Pedido ORD0068 con AC portátil AC000007, filtro AC000023 y base AC000025. Total 80.00€."
"CHAT1068","2024-03-21 14:10:00","cliente","OK."
"CHAT1069","2024-03-21 15:00:50","cliente","Presupuesto caldera eléctrica 12kW (AC000029)."
"CHAT1069","2024-03-21 15:01:30","agente","La AC000029 es trifásica. ¿Necesitas vaso de expansión (AC000109)?"
"CHAT1069","2024-03-21 15:03:00","cliente","Sí, un vaso de expansión."
"CHAT1069","2024-03-21 15:19:00","agente","Pedido ORD0069 con caldera eléctrica AC000029 y vaso de expansión AC000109. Total 150.00€."
"CHAT1069","2024-03-21 15:20:00","cliente","Gracias."
"CHAT1070","2024-03-21 16:00:10","cliente","Duda sensores caudal agua 1/2 (AC000079) y flujo aire (AC000094)."
"CHAT1070","2024-03-21 16:00:50","agente","Son para medir flujo en agua y aire respectivamente. ¿Cuántos de cada necesitas?"
"CHAT1070","2024-03-21 16:01:30","cliente","Uno de cada."
"CHAT1070","2024-03-21 16:08:00","agente","Pedido ORD0070 con sensor caudal AC000079 y sensor flujo AC000094. Total 120.00€."
"CHAT1070","2024-03-21 16:08:00","cliente","OK."
"CHAT1071","2024-03-22 09:00:50","cliente","Pedido tubería PEX 20mm (AC000142). Racores también."
"CHAT1071","2024-03-22 09:01:30","agente","Claro, el rollo de 50m. ¿Cuántos racores de compresión (AC000143) y T roscadas (AC000144) necesitas? Y aislamiento (AC000145)?"
"CHAT1071","2024-03-22 09:03:00","cliente","Cinco racores de compresión, dos T roscadas y 10 metros de aislamiento."
"CHAT1071","2024-03-22 09:14:00","agente","Pedido ORD0071 con tubería AC000142, 5x AC000143, 2x AC000144 y 10x AC000145. Total 250.00€."
"CHAT1071","2024-03-22 09:15:00","cliente","Gracias."
"CHAT1073","2024-03-22 10:00:45","cliente","Información interruptor seccionador CA solar 40A (AC000068)."
"CHAT1073","2024-03-22 10:01:30","agente","El AC000068 es para circuito de CA. También tenemos el de CC (AC000067). ¿Necesitas alguno?"
"CHAT1073","2024-03-22 10:03:00","cliente","Sí, uno de cada."
"CHAT1073","2024-03-22 10:19:00","agente","Pedido ORD0073 con seccionador CA AC000068 y seccionador CC AC000067. Total 4000.00€."
"CHAT1073","2024-03-22 10:20:00","cliente","Perfecto."
"CHAT1074","2024-03-22 11:00:30","cliente","Duda unidades interior mini-split 9000 (AC000017) y 12000 (AC000018)."
"CHAT1074","2024-03-22 11:01:00","agente","Son compatibles con sistemas multi-split de la misma marca. ¿Necesitas una de cada?"
"CHAT1074","2024-03-22 11:02:00","cliente","Sí, una de cada."
"CHAT1074","2024-03-22 11:09:00","agente","Pedido ORD0074 con unidad interior AC000017 y unidad interior AC000018. Total 2500.00€."
"CHAT1074","2024-03-22 11:10:00","cliente","OK."
"CHAT1075","2024-03-22 14:00:50","cliente","Quería sensores de caudal agua (AC000079) y flujo aire (AC000094)."
"CHAT1075","2024-03-22 14:01:30","agente","Claro. ¿Cuántos de cada?"
"CHAT1075","2024-03-22 14:02:00","cliente","Uno de cada."
"CHAT1075","2024-03-22 14:07:00","agente","Pedido ORD0075 con sensor AC000079 y sensor AC000094. Total 100.00€."
"CHAT1075","2024-03-22 14:08:00","cliente","Gracias."
"CHAT1076","2024-03-22 15:00:40","cliente","Presupuesto bomba calor baja temperatura 8kW (AC000049). Necesito bomba circuladora."
"CHAT1076","2024-03-22 15:01:20","agente","La AC000049 es para suelo radiante. ¿Necesitas una bomba circuladora para calefacción (AC000105)?"
"CHAT1076","2024-03-22 15:02:00","cliente","Sí, una de esas."
"CHAT1076","2024-03-22 15:19:00","agente","Pedido ORD0076 con bomba calor AC000049 y bomba circuladora AC000105. Total 1200.00€."
"CHAT1076","2024-03-22 15:20:00","cliente","Perfecto."
"CHAT1078","2024-03-22 16:00:30","cliente","Duda válvula compuerta 1 pulgada (AC000115)."
"CHAT1078","2024-03-22 16:01:00","agente","Es una válvula de aislamiento. ¿Necesitas también válvulas bola 1/2 (AC000114)?"
"CHAT1078","2024-03-22 16:02:30","cliente","Sí, tres de esas."
"CHAT1078","2024-03-22 16:09:00","agente","Pedido ORD0078 con válvula compuerta AC000115 y 3 válvulas bola AC000114. Total 300.00€."
"CHAT1078","2024-03-22 16:10:00","cliente","OK."
"CHAT1079","2024-03-25 09:00:50","cliente","Presupuesto colectores solares térmicos (AC000050)."
"CHAT1079","2024-03-25 09:01:30","agente","El AC000050 es de placa plana. ¿Cuántos necesitas? También cables (AC000061, AC000062)?"
"CHAT1079","2024-03-25 09:03:00","cliente","Dos colectores y dos rollos de cada cable."
"CHAT1079","2024-03-25 09:19:00","agente","Pedido ORD0079 con 2x AC000050, 2x AC000061 y 2x AC000062. Total 400.00€."
"CHAT1079","2024-03-25 09:20:00","cliente","Gracias."
"CHAT1080","2024-03-25 10:00:45","cliente","Información multi-zona sin ductos 18000 BTU (AC000008)."
"CHAT1080","2024-03-25 10:01:30","agente","El AC000008 es para 2 zonas. ¿Necesitas unidades interiores (AC000017, AC000018)?"
"CHAT1080","2024-03-25 10:03:00","cliente","Sí, una de cada (9k y 12k)."
"CHAT1080","2024-03-25 10:24:00","agente","Pedido ORD0080 con unidad exterior AC000008, unidad interior AC000017 y AC000018. Total 250.00€."
"CHAT1080","2024-03-25 10:25:00","cliente","Perfecto."
"CHAT1081","2024-03-25 11:00:30","cliente","Duda sensor nivel ultrasónico (AC000081). ¿Para qué tipo de líquidos sirve?"
"CHAT1081","2024-03-25 11:01:00","agente","Sirve para líquidos no corrosivos. ¿Necesitas también sensor de caudal (AC000079)?"
"CHAT1081","2024-03-25 11:02:30","cliente","Sí, uno de caudal también."
"CHAT1081","2024-03-25 11:14:00","agente","Pedido ORD0081 con sensor nivel AC000081 y sensor caudal AC000079. Total 1200.00€."
"CHAT1081","2024-03-25 11:15:00","cliente","OK."
"CHAT1083","2024-03-25 14:00:50","cliente","Presupuesto bomba circuladora calefacción (AC000105). Necesito para ACS también."
"CHAT1083","2024-03-25 14:01:30","agente","La AC000105 es para calefacción. Para ACS necesitas la AC000106."
"CHAT1083","2024-03-25 14:03:00","cliente","Una de cada."
"CHAT1083","2024-03-25 14:14:00","agente","Pedido ORD0083 con bomba circuladora calefacción AC000105 y bomba circuladora ACS AC000106. Total 600.00€."
"CHAT1083","2024-03-25 14:15:00","cliente","Gracias."
"CHAT1084","2024-03-25 15:00:40","cliente","Quería inversor solar 5kW (AC000054) y uno híbrido 6kW (AC000056)."
"CHAT1084","2024-03-25 15:01:20","agente","El AC000054 es string monofásico, el AC000056 es híbrido compatible con batería. ¿Necesitas ambos?"
"CHAT1084","2024-03-25 15:02:00","cliente","Sí, uno de cada."
"CHAT1084","2024-03-25 15:24:00","agente","Pedido ORD0084 con inversor AC000054 e inversor híbrido AC000056. Total 3800.00€."
"CHAT1084","2024-03-25 15:25:00","cliente","Perfecto."
"CHAT1085","2024-03-25 16:00:30","cliente","Duda termostato protección antihielo (AC000095)."
"CHAT1085","2024-03-25 16:01:00","agente","Activa algo (bomba, válvula) si la temperatura baja de 5°C. ¿Necesitas también un termostato digital (AC000072)?"
"CHAT1085","2024-03-25 16:02:00","cliente","Sí, uno de cada."
"CHAT1085","2024-03-25 16:09:00","agente","Pedido ORD0085 con termostato antihielo AC000095 y termostato digital AC000072. Total 450.00€."
"CHAT1085","2024-03-25 16:10:00","cliente","OK."
"CHAT1086","2024-03-26 09:00:50","cliente","Información caldera leña 20kW (AC000041). ¿Necesita filtro magnético?"
"CHAT1086","2024-03-26 09:01:30","agente","La AC000041 es para leña. Sí, un filtro magnético (AC000119) es muy recomendable para cualquier circuito de calefacción hidrónica."
"CHAT1086","2024-03-26 09:03:00","cliente","Incluye uno en el pedido."
"CHAT1086","2024-03-26 09:19:00","agente","Pedido ORD0086 con caldera de leña AC000041 y filtro magnético AC000119. Total 180.00€."
"CHAT1086","2024-03-26 09:20:00","cliente","Gracias."
"CHAT1087","2024-03-26 10:00:40","cliente","Quería separador de suciedad (AC000117). ¿Hay también de aire?"
"CHAT1087","2024-03-26 10:01:20","agente","Sí, tenemos separador de aire (AC000118). ¿Cuántos de cada necesitas?"
"CHAT1087","2024-03-26 10:02:00","cliente","Uno de cada."
"CHAT1087","2024-03-26 10:14:00","agente","Pedido ORD0087 con separador suciedad AC000117 y separador aire AC000118. Total 150.00€."
"CHAT1087","2024-03-26 10:15:00","cliente","OK."
"CHAT1089","2024-03-26 11:00:50","cliente","Presupuesto split 18000 BTU (AC000003). Necesito filtros."
"CHAT1089","2024-03-26 11:01:30","agente","El AC000003 es un split estándar. ¿Necesitas filtros de repuesto (AC000023) o base exterior (AC000025)?"
"CHAT1089","2024-03-26 11:03:00","cliente","Un filtro y una base."
"CHAT1089","2024-03-26 11:19:00","agente","Pedido ORD0089 con split AC000003, filtro AC000023 y base AC000025. Total 50.00€."
"CHAT1089","2024-03-26 11:20:00","cliente","Gracias."
"CHAT1090","2024-03-26 14:00:45","cliente","Información bomba calor aire-agua 12kW (AC000038). Necesita bomba circuladora?"
"CHAT1090","2024-03-26 14:01:30","agente","La AC000038 necesita bomba circuladora para el circuito hidrónico. ¿Necesitas una para calefacción (AC000105)?"
"CHAT1090","2024-03-26 14:03:00","cliente","Sí, una de esas."
"CHAT1090","2024-03-26 14:14:00","agente","Pedido ORD0090 con bomba calor AC000038 y bomba circuladora AC000105. Total 60.00€."
"CHAT1090","2024-03-26 14:15:00","cliente","Perfecto."
"CHAT1091","2024-03-26 15:00:30","cliente","Duda sensor luz (AC000082). ¿Qué salida tiene?"
"CHAT1091","2024-03-26 15:01:00","agente","Tiene salida 0-10V. ¿Necesitas también sensor de temperatura/humedad (AC000078)?"
"CHAT1091","2024-03-26 15:02:00","cliente","Sí, uno de cada."
"CHAT1091","2024-03-26 15:09:00","agente","Pedido ORD0091 con sensor luz AC000082 y sensor T/H AC000078. Total 45.00€."
"CHAT1091","2024-03-26 15:10:00","cliente","OK."
"CHAT1092","2024-03-26 16:00:50","cliente","Consulta humidificador evaporativo (AC000135). Necesita consumibles?"
"CHAT1092","2024-03-26 16:01:30","agente","Sí, usan un filtro evaporador que se cambia periódicamente. También tenemos filtros de carbón activo (AC000136)."
"CHAT1092","2024-03-26 16:02:30","cliente","Quiero el humidificador AC000135 y un filtro de carbón AC000136."
"CHAT1092","2024-03-26 16:14:00","agente","Pedido ORD0092 con humidificador AC000135 y filtro AC000136. Total 30.00€."
"CHAT1092","2024-03-26 16:15:00","cliente","Gracias."
"CHAT1093","2024-03-27 09:00:40","cliente","Duda válvula reductora presión 1 pulgada (AC000111)."
"CHAT1093","2024-03-27 09:01:20","agente","Sí, reduce la presión de entrada. ¿Necesitas también una válvula de seguridad 3 bar (AC000112)?"
"CHAT1093","2024-03-27 09:02:00","cliente","Sí, una de cada."
"CHAT1093","2024-03-27 09:04:00","agente","Pedido ORD0093 con válvula AC000111 y válvula AC000112. Total 10.00€."
"CHAT1093","2024-03-27 09:05:00","cliente","OK."
"CHAT1094","2024-03-27 10:00:50","cliente","Pedido batería solar 10kWh (AC000057). Y un inversor compatible."
"CHAT1094","2024-03-27 10:01:30","agente","La batería AC000057 es compatible con inversor híbrido AC000056 (6kW). ¿Sería suficiente?"
"CHAT1094","2024-03-27 10:03:00","cliente","Sí, ese inversor también."
"CHAT1094","2024-03-27 10:19:00","agente","Pedido ORD0094 con batería AC000057 e inversor híbrido AC000056. Total 15.00€."
"CHAT1094","2024-03-27 10:20:00","cliente","Gracias."
"CHAT1095","2024-03-27 11:00:45","cliente","Presupuesto sistema central por ductos 3 Ton (AC000010). Filtros HEPA?"
"CHAT1095","2024-03-27 11:01:30","agente","El AC000010 usa filtros. Podemos añadir filtros HEPA (AC000024). ¿Cuántos?"
"CHAT1095","2024-03-27 11:03:00","cliente","Dos unidades."
"CHAT1095","2024-03-27 11:24:00","agente","Pedido ORD0095 con sistema AC000010 y 2 filtros HEPA AC000024. Total 20.00€."
"CHAT1095","2024-03-27 11:25:00","cliente","Perfecto."
"CHAT1096","2024-03-27 14:00:30","cliente","Duda detector presencia (AC000098). ¿Puede activar una luz?"
"CHAT1096","2024-03-27 14:01:00","agente","Sí, tiene una salida de contacto seco que se puede usar para activar luces o sistemas de control. ¿Necesitas también sensor de movimiento (AC000075)?"
"CHAT1096","2024-03-27 14:02:00","cliente","Sí, uno de esos también."
"CHAT1096","2024-03-27 14:09:00","agente","Pedido ORD0096 con detector AC000098 y sensor AC000075. Total 70.00€."
"CHAT1096","2024-03-27 14:10:00","cliente","OK."
"CHAT1097","2024-03-27 15:00:50","cliente","Presupuesto termo bomba de calor ACS 250L (AC000046)."
"CHAT1097","2024-03-27 15:01:30","agente","Claro. ¿Necesitas también un acumulador de ACS (AC000044)?"
"CHAT1097","2024-03-27 15:03:00","cliente","Sí, uno de esos."
"CHAT1097","2024-03-27 15:19:00","agente","Pedido ORD0097 con termo bomba de calor AC000046 y acumulador AC000044. Total 65.00€."
"CHAT1097","2024-03-27 15:20:00","cliente","Gracias."
"CHAT1098","2024-03-27 16:00:40","cliente","Información tubería PEX 20mm (AC000142). ¿Para suelo radiante?"
"CHAT1098","2024-03-27 16:01:20","agente","Sí, es apta para suelo radiante (con barrera de oxígeno si es necesario) y fontanería. ¿Necesitas también tubería de 16mm (AC000035)?"
"CHAT1098","2024-03-27 16:02:00","cliente","Un rollo de 16mm también."
"CHAT1098","2024-03-27 16:14:00","agente","Pedido ORD0098 con tubería PEX AC000142 y tubería PEX AC000035. Total 100.00€."
"CHAT1098","2024-03-27 16:15:00","cliente","Perfecto."
"CHAT1099","2024-03-28 09:00:50","cliente","Presupuesto kit montaje solar tejado inclinado (AC000059). Para 8 paneles."
"CHAT1099","2024-03-28 09:01:30","agente","El kit AC000059 es para tejado inclinado. ¿Necesitas también kit para tejado plano (AC000060)?"
"CHAT1099","2024-03-28 09:03:00","cliente","Sí, un kit para tejado plano también."
"CHAT1099","2024-03-28 09:19:00","agente","Pedido ORD0099 con kit montaje inclinado AC000059 y kit montaje plano AC000060. Total 900.00€."
"CHAT1099","2024-03-28 09:20:00","cliente","Gracias."
"CHAT1100","2024-03-28 10:00:30","cliente","Duda AC ventana 8000 BTU (AC000006)."
"CHAT1100","2024-03-28 10:01:00","agente","El AC000006 es para habitaciones medianas. ¿Necesitas filtros (AC000023)?"
"CHAT1100","2024-03-28 10:02:00","cliente","Sí, un filtro."
"CHAT1100","2024-03-28 10:09:00","agente","Pedido ORD0100 con AC ventana AC000006 y filtro AC000023. Total 800.00€."
"CHAT1100","2024-03-28 10:15:00","cliente","OK."
"CHAT1101","2024-03-28 11:00:50","cliente","Información caldera pellets 25kW (AC000037). Necesita filtro magnético?"
"CHAT1101","2024-03-28 11:01:30","agente","La AC000037 es para pellets. Sí, un filtro magnético (AC000119) es recomendable."
"CHAT1101","2024-03-28 11:03:00","cliente","Incluye uno en el pedido."
"CHAT1101","2024-03-28 11:19:00","agente","Pedido ORD0101 con caldera pellets AC000037 y filtro magnético AC000119. Total 1500.00€."
"CHAT1101","2024-03-28 11:20:00","cliente","Gracias."
"CHAT1102","2024-03-28 14:00:40","cliente","Duda VREC 250m³/h (AC000122). ¿Necesita conductos flexibles?"
"CHAT1102","2024-03-28 14:01:20","agente","Sí, necesita conductos. ¿Necesitas conductos flexibles aislados (AC000125) o rígidos (AC000126)?"
"CHAT1102","2024-03-28 14:02:00","cliente","Un rollo de flexible y un tramo de rígido."
"CHAT1102","2024-03-28 14:09:00","agente","Pedido ORD0102 con VREC AC000122, conducto flexible AC000125 y conducto rígido AC000126. Total 1200.00€."
"CHAT1102","2024-03-28 14:10:00","cliente","OK."
"CHAT1104","2024-03-28 15:00:50","cliente","Quería comprar panel solar flexible 100W (AC000053). Y conectores."
"CHAT1104","2024-03-28 15:01:30","agente","Claro. ¿Necesitas conectores MC4 (AC000063), 2 pares?"
"CHAT1104","2024-03-28 15:02:30","cliente","Sí, 2 pares."
"CHAT1104","2024-03-28 15:14:00","agente","Pedido ORD0104 con un panel AC000053 y 2 pares de conectores AC000063. Total 200.00€."
"CHAT1104","2024-03-28 15:15:00","cliente","Gracias."
"CHAT1105","2024-03-28 16:00:45","cliente","Presupuesto split 24000 BTU (AC000004). Necesito filtros HEPA."
"CHAT1105","2024-03-28 16:01:30","agente","El AC000004 es un sistema central. Podemos añadir filtros HEPA (AC000024). ¿Cuántos?"
"CHAT1105","2024-03-28 16:03:00","cliente","Tres unidades."
"CHAT1105","2024-03-28 16:19:00","agente","Pedido ORD0105 con sistema AC000004 y 3 filtros HEPA AC000024. Total 400.00€."
"CHAT1105","2024-03-28 16:20:00","cliente","Perfecto."
"CHAT1106","2024-04-01 09:00:30","cliente","Quería sensores de movimiento (AC000075) y fugas de agua (AC000077)."
"CHAT1106","2024-04-01 09:01:00","agente","Claro, modelos inalámbricos. ¿Cuántos de cada?"
"CHAT1106","2024-04-01 09:02:00","cliente","Uno de cada."
"CHAT1106","2024-04-01 09:07:00","agente","Pedido ORD0106 con un sensor AC000075 y uno AC000077. Total 60.00€."
"CHAT1106","2024-04-01 09:08:00","cliente","OK."
"CHAT1107","2024-04-01 10:00:50","cliente","Presupuesto esterilizador aire UV-C (AC000137). Necesita filtro carbón?"
"CHAT1107","2024-04-01 10:01:30","agente","El AC000137 usa luz UV. Un filtro de carbón activo (AC000136) es para olores, un buen complemento."
"CHAT1107","2024-04-01 10:02:30","cliente","Incluye uno de carbón activo."
"CHAT1107","2024-04-01 10:14:00","agente","Pedido ORD0107 con esterilizador AC000137 y filtro AC000136. Total 35.00€."
"CHAT1107","2024-04-01 10:15:00","cliente","Gracias."
"CHAT1108","2024-04-01 11:00:40","cliente","Duda termos eléctricos 100L (AC000102) y 50L (AC000101)."
"CHAT1108","2024-04-01 11:01:20","agente","Son modelos de acumulación. ¿Necesitas uno de cada?"
"CHAT1108","2024-04-01 11:02:00","cliente","Sí, uno de cada. Y un vaso de expansión (AC000109)."
"CHAT1108","2024-04-01 11:09:00","agente","Pedido ORD0108 con termo AC000102, termo AC000101 y vaso AC000109. Total 25.00€."
"CHAT1108","2024-04-01 11:10:00","cliente","OK."
"CHAT1109","2024-04-01 14:00:50","cliente","Presupuesto inversor solar trifásico 10kW (AC000055). Cables?"
"CHAT1109","2024-04-01 14:01:30","agente","El AC000055 es para sistemas comerciales. ¿Necesitas 5 rollos de cable rojo (AC000061) y 5 de negro (AC000062)?"
"CHAT1109","2024-04-01 14:03:00","cliente","Sí."
"CHAT1109","2024-04-01 14:19:00","agente","Pedido ORD0109 con inversor AC000055 y 5 rollos de cada cable. Total 5.00€."
"CHAT1109","2024-04-01 14:20:00","cliente","Gracias."
"CHAT1111","2024-04-01 15:00:30","cliente","Quería radiadores de aluminio (AC000040) y acero (AC000033)."
"CHAT1111","2024-04-01 15:01:00","agente","Dos de aluminio y tres de acero?"
"CHAT1111","2024-04-01 15:02:00","cliente","Sí, esa cantidad."
"CHAT1111","2024-04-01 15:14:00","agente","Pedido ORD0111 con 2x AC000040 y 3x AC000033. Total 30.00€."
"CHAT1111","2024-04-01 15:15:00","cliente","OK."
"CHAT1112","2024-04-01 16:00:50","cliente","Presupuesto válvulas antirretorno 3/4 (AC000116). Y válvulas bola."
"CHAT1112","2024-04-01 16:01:30","agente","Dos antirretorno y cinco válvulas bola 1/2 (AC000114)?"
"CHAT1112","2024-04-01 16:03:00","cliente","Sí, esa cantidad."
"CHAT1112","2024-04-01 16:10:00","agente","Pedido ORD0112 con 2x AC000116 y 5x AC000114. Total 400.00€."
"CHAT1112","2024-04-01 16:10:00","cliente","Gracias."
"CHAT1113","2024-04-02 09:00:40","cliente","Duda interruptor seccionador CC solar 32A (AC000067)."
"CHAT1113","2024-04-02 09:01:20","agente","Es para circuito DC. ¿También el de CA 40A (AC000068)?"
"CHAT1113","2024-04-02 09:02:00","cliente","Sí, uno de cada."
"CHAT1113","2024-04-02 09:14:00","agente","Pedido ORD0113 con seccionador CC AC000067 y seccionador CA AC000068. Total 30.00€."
"CHAT1113","2024-04-02 09:15:00","cliente","OK."
"CHAT1114","2024-04-02 10:00:30","cliente","Quería AC portátil 10000 BTU (AC000007). Con filtro."
"CHAT1114","2024-04-02 10:01:00","agente","Claro. ¿Necesitas un filtro de repuesto (AC000023)?"
"CHAT1114","2024-04-02 10:02:00","cliente","Sí, uno."
"CHAT1114","2024-04-02 10:09:00","agente","Pedido ORD0114 con AC portátil AC000007 y filtro AC000023. Total 15.00€."
"CHAT1114","2024-04-02 10:10:00","cliente","Gracias."
"CHAT1115","2024-04-02 11:00:50","cliente","Presupuesto caldera eléctrica 12kW (AC000029). Y vaso expansión."
"CHAT1115","2024-04-02 11:01:30","agente","La AC000029 es trifásica. ¿Necesitas vaso de expansión (AC000109)?"
"CHAT1115","2024-04-02 11:03:00","cliente","Sí, uno."
"CHAT1115","2024-04-02 11:19:00","agente","Pedido ORD0115 con caldera eléctrica AC000029 y vaso de expansión AC000109. Total 80.00€."
"CHAT1115","2024-04-02 11:20:00","cliente","Perfecto."
"CHAT1116","2024-04-02 14:00:45","cliente","Información sensores caudal agua (AC000079) y flujo aire (AC000094)."
"CHAT1116","2024-04-02 14:01:30","agente","Son para medir flujo. ¿Cuántos de cada?"
"CHAT1116","2024-04-02 14:03:00","cliente","Uno de cada."
