technician_id,client_id,equipment_id,date,type,result,document_url
1,21,21,"2024-06-10","mantenimiento","Mantenimiento split AC000001.",null
2,22,22,"2024-06-15","mantenimiento","Revisión caldera AC000027.",null
3,23,23,"2024-06-20","mantenimiento","Prueba sensor movimiento AC000075.",null
4,24,24,"2024-06-25","mantenimiento","Estado carga batería solar AC000057.",null
5,25,25,"2024-06-30","mantenimiento","Inspección bomba circuladora AC000105.",null
6,26,26,"2024-07-05","mantenimiento","Mantenimiento AC central ductos AC000010 (filtros).",null
7,27,27,"2024-06-12","mantenimiento","Prueba detector presencia AC000098.",null
8,28,28,"2024-06-18","mantenimiento","Revisión termo bomba calor ACS AC000046.",null
9,29,29,"2024-06-24","mantenimiento","Inspección visual tubería suelo radiante AC000035.",null
10,30,30,"2024-06-30","mantenimiento","Revisión kit montaje solar AC000059.",null
1,31,31,"2024-07-01","mantenimiento","Limpieza AC ventana AC000005.",null
2,32,32,"2024-06-14","mantenimiento","Mantenimiento caldera mixta AC000039.",null
3,33,33,"2024-06-20","mantenimiento","Verificación termostato digital AC000072.",null
4,34,34,"2024-06-26","mantenimiento","Inspección conductos flexibles AC000125.",null
5,35,35,"2024-07-01","mantenimiento","Verificación válvula radiador AC000148.",null
6,36,36,"2024-06-16","mantenimiento","Mantenimiento split inverter AC000013.",null
7,37,37,"2024-06-22","mantenimiento","Verificación medidor energía trifásico AC000091.",null
8,38,38,"2024-06-28","mantenimiento","Limpieza filtro magnético AC000119.",null
9,39,39,"2024-07-03","mantenimiento","Inspección sistema montaje suelo AC000066.",null
10,40,40,"2024-06-19","mantenimiento","Mantenimiento PTAC AC000020.",null
1,41,41,"2024-06-25","reparacion","Presupuesto sustitución compresor AC000031.",null
2,42,42,"2024-07-01","mantenimiento","Lectura datos sensor presión AC000080.",null
3,43,43,"2024-06-10","mantenimiento","Limpieza depósito deshumidificador AC000134.",null
4,44,44,"2024-06-15","mantenimiento","Prueba bomba presurizadora AC000108.",null
5,45,45,"2024-06-20","mantenimiento","Monitorización inversor híbrido AC000056.",null
6,46,46,"2024-06-25","mantenimiento","Mantenimiento split AC000002.",null
7,1,28,"2024-06-30","mantenimiento","Revisión caldera gasóleo AC000028.",null
8,2,73,"2024-07-01","mantenimiento","Verificación sensor CO AC000073.",null
9,3,141,"2024-07-02","mantenimiento","Inspección tubería cobre AC000141.",null
10,4,103,"2024-07-03","mantenimiento","Revisión calentador gas instantáneo AC000103.",null
1,5,60,"2024-07-04","mantenimiento","Inspección montaje plano solar AC000060.",null
2,6,16,"2024-07-05","mantenimiento","Mantenimiento split inverter AC000016.",null
3,7,92,"2024-07-08","mantenimiento","Descarga datos registrador AC000092.",null
4,8,47,"2024-07-10","mantenimiento","Limpieza radiador zócalo AC000047.",null
5,9,122,"2024-07-12","mantenimiento","Limpieza filtros VREC AC000122.",null
6,10,114,"2024-07-15","mantenimiento","Verificación válvula bola AC000114.",null
7,11,53,"2024-07-18","mantenimiento","Limpieza panel flexible AC000053.",null
8,12,4,"2024-07-20","mantenimiento","Mantenimiento split AC000004.",null
9,13,76,"2024-07-22","mantenimiento","Cambio batería sensor puerta/ventana AC000076.",null
10,14,137,"2024-07-25","mantenimiento","Revisión esterilizador aire UV-C AC000137.",null
1,15,102,"2024-07-28","mantenimiento","Revisión termo eléctrico AC000102.",null
2,16,55,"2024-07-30","mantenimiento","Revisión inversor solar trifásico AC000055.",null
3,17,89,"2024-08-01","mantenimiento","Verificación actuador fan coil AC000089.",null
4,18,40,"2024-08-05","mantenimiento","Limpieza radiador aluminio AC000040.",null
5,19,116,"2024-08-08","mantenimiento","Verificación válvula antirretorno AC000116.",null
6,20,67,"2024-08-10","mantenimiento","Inspección seccionador CC AC000067.",null
7,21,6,"2024-07-01","reparacion","AC ventana AC000006 bajo rendimiento. Se decide sustituir (ya marcado como retirado).",null
8,22,37,"2024-08-12","mantenimiento","Servicio caldera pellets AC000037.",null
9,23,77,"2024-08-15","mantenimiento","Prueba alarma sensor fuga agua AC000077.",null
10,24,129,"2024-08-18","mantenimiento","Verificación compuerta antirretorno AC000129.",null
1,25,109,"2024-08-20","mantenimiento","Verificación vaso expansión calefacción AC000109.",null
2,26,52,"2024-08-22","mantenimiento","Limpieza panel solar AC000052.",null
3,27,9,"2024-08-25","mantenimiento","Mantenimiento multi-zona AC000009.",null
4,28,93,"2024-08-28","mantenimiento","Recalibración sensor presión diferencial AC000093.",null
5,29,45,"2024-09-01","mantenimiento","Revisión calentador eléctrico instantáneo AC000045.",null
6,30,138,"2024-09-05","mantenimiento","Limpieza ventilador campana cocina AC000138.",null
7,31,61,"2024-09-08","mantenimiento","Inspección cable solar AC000061.",null
8,32,14,"2024-09-10","mantenimiento","Mantenimiento split inverter AC000014.",null
9,33,110,"2024-09-12","mantenimiento","Verificación vaso expansión agua potable AC000110.",null
10,34,84,"2024-09-15","mantenimiento","Verificación fuente KNX AC000084.",null
1,35,34,"2024-09-18","mantenimiento","Limpieza radiador toallero AC000034.",null
2,36,123,"2024-09-20","mantenimiento","Limpieza ventilador axial AC000123.",null
3,37,58,"2024-09-22","mantenimiento","Monitorización regulador carga MPPT AC000058.",null
4,38,99,"2024-09-25","mantenimiento","Verificación actuador válvula AC000099.",null
5,39,48,"2024-09-28","mantenimiento","Inspección acumulador hidrónico AC000048.",null
6,40,145,"2024-10-01","mantenimiento","Inspección aislamiento tubería AC000145.",null
7,41,19,"2024-10-05","mantenimiento","Limpieza unidad interior mini-split AC00019.",null
8,42,74,"2024-10-08","mantenimiento","Cambio batería detector humo AC000074.",null
9,43,130,"2024-10-10","mantenimiento","Limpieza rejilla impulsión AC000130.",null
10,44,113,"2024-10-12","mantenimiento","Verificación válvula mezcladora AC000113.",null
1,45,64,"2024-10-15","mantenimiento","Monitorización optimizador Solar Edge AC000064.",null
2,46,7,"2024-10-18","mantenimiento","Limpieza AC portátil AC000007.",null
3,1,29,"2024-10-20","mantenimiento","Revisión caldera eléctrica AC000029.",null
4,2,79,"2024-10-22","mantenimiento","Verificación sensor caudal agua AC000079.",null
5,3,142,"2024-10-25","mantenimiento","Inspección tubería PEX AC000142.",null
6,4,104,"2024-10-28","mantenimiento","Revisión calentador gas instantáneo AC000104.",null
7,5,68,"2024-11-01","mantenimiento","Inspección seccionador CA AC000068.",null
8,6,17,"2024-11-05","mantenimiento","Limpieza unidad interior mini-split AC000017.",null
9,7,94,"2024-11-08","mantenimiento","Prueba interruptor caudal aire AC000094.",null
10,8,49,"2024-11-10","mantenimiento","Revisión bomba calor baja temperatura AC000049.",null
1,9,124,"2024-11-12","mantenimiento","Limpieza ventilador centrífugo AC000124.",null
2,10,115,"2024-11-15","mantenimiento","Verificación válvula compuerta AC000115.",null
3,11,50,"2024-11-18","mantenimiento","Limpieza colector solar térmico AC000050.",null
4,12,8,"2024-11-20","mantenimiento","Mantenimiento unidad exterior multi-zona AC000008.",null
5,13,81,"2024-11-22","mantenimiento","Verificación sensor nivel ultrasónico AC000081.",null
6,14,139,"2024-11-25","mantenimiento","Limpieza extractor baño AC000139.",null
7,15,105,"2024-11-28","mantenimiento","Revisión bomba circuladora AC000105.",null
8,16,54,"2024-12-01","mantenimiento","Revisión inversor solar AC000054.",null
9,17,95,"2024-12-05","mantenimiento","Prueba termostato protección antihielo AC000095.",null
10,18,41,"2024-12-08","mantenimiento","Limpieza caldera leña AC000041.",null
1,19,117,"2024-12-10","mantenimiento","Limpieza separador suciedad AC000117.",null
2,20,69,"2024-12-12","mantenimiento","Inspección malla protección aves AC000069.",null
3,21,3,"2024-12-15","mantenimiento","Mantenimiento split AC000003.",null
4,22,38,"2024-12-18","mantenimiento","Revisión bomba calor aire-agua AC000038.",null
5,23,82,"2024-12-20","mantenimiento","Verificación sensor luz AC000082.",null
6,24,135,"2024-12-22","mantenimiento","Limpieza humidificador AC000135.",null
7,25,111,"2024-12-25","mantenimiento","Verificación válvula reductora presión AC000111.",null
8,26,57,"2024-12-28","mantenimiento","Revisión batería solar AC000057.",null
9,27,1,"2024-12-30","mantenimiento","Mantenimiento split AC000001.",null
10,28,26,"2024-12-31","mantenimiento","Revisión caldera gas AC000026.",null
1,29,71,"2024-05-01","reparacion","Termostato AC000071 pierde conexión WiFi. Reinicio y reconfiguración. Funcionando.",null
2,30,133,"2024-06-01","reparacion","Ruido en ventilador purificador AC000133. Se ajusta motor. Ruido reducido.",null
3,31,101,"2024-07-01","reparacion","Fuga leve en termo eléctrico AC000101. Se aprieta conexión. Fuga detenida.",null
4,32,51,"2024-08-01","reparacion","Panel solar AC000051 sucio afecta rendimiento. Se limpia. Producción mejorada.","http://example.com/docs/report_AC000051_20240801.pdf"
5,33,88,"2024-09-01","reparacion","Actuador AC000088 no cierra completamente. Se recalibra. Funciona correctamente.",null
6,34,112,"2024-10-01","reparacion","Válvula seguridad AC000112 gotea. Se sustituye junta. No gotea.",null
7,35,5,"2024-11-01","reparacion","AC ventana AC000005 no enfría. Fuga de refrigerante. Carga de gas y reparación de fuga. Equipo enfría.",null
8,36,42,"2024-12-01","reparacion","Fallo en compresor unidad AC000042. Requiere sustitución. Presupuesto enviado.",null
9,37,78,"2024-05-10","reparacion","Sensor AC000078 marca valores erróneos. Se sustituye. Valores correctos.",null
10,38,121,"2024-06-10","reparacion","Motor ventilador VRC AC000121 con ruido. Se sustituye motor. Ruido eliminado.",null
1,39,90,"2024-07-10","reparacion","Medidor energía AC000090 no reporta datos. Se revisa cableado Modbus. Comunicación restablecida.",null
2,40,44,"2024-08-10","reparacion","Válvula retención acumulador ACS AC000044 falla. Se sustituye. Válvula funciona OK.",null
3,41,63,"2024-09-10","reparacion","Conector MC4 AC000063 quemado. Se sustituye conector y sección de cable. Conexión segura.",null
4,42,15,"2024-10-10","reparacion","Unidad interior AC000015 gotea. Limpieza de bandeja de condensados y desagüe. Fuga resuelta.",null
5,43,27,"2024-11-10","reparacion","Error encendido caldera gas AC000027. Se limpia electrodo de ionización. Encendido correcto.",null
6,44,75,"2024-12-10","reparacion","Sensor movimiento AC000075 falsas alarmas. Se ajusta sensibilidad. Falsas alarmas eliminadas.",null
7,45,57,"2024-05-20","reparacion","Batería solar AC000057 bajo rendimiento. Se equilibran celdas. Rendimiento mejorado.",null
8,46,105,"2024-06-20","reparacion","Bomba circuladora AC000105 bloqueada. Se desatasca y lubrica. Bomba operativa.",null
9,1,10,"2024-07-20","reparacion","Motor ventilador unidad exterior AC000010 ruido. Sustitución. Ruido eliminado.",null
10,2,98,"2024-08-20","reparacion","Detector presencia AC000098 no detecta. Se revisa alimentación. Funcionamiento OK.",null
1,3,46,"2024-09-20","reparacion","Ruido bomba calor ACS AC000046. Se revisan anclajes. Ruido reducido.",null
2,4,35,"2024-10-20","reparacion","Fuga en conexión tubería suelo radiante AC000035. Se repara. Fuga sellada.",null
3,5,59,"2024-11-20","reparacion","Daño por viento en kit montaje solar AC000059. Se refuerza estructura. Estructura firme.",null
4,7,37,"2024-12-20","reparacion","Error en sinfín caldera pellets AC000037. Se desatasca. Alimentación pellets correcta.",null
5,9,122,"2024-05-30","reparacion","Motor ventilador VREC AC000122 ruidoso. Sustitución. Ruido eliminado.",null
6,11,53,"2024-07-18","reparacion","Panel flexible AC000053 despegado. Se vuelve a fijar con adhesivo más fuerte. Fijación segura.",null
7,13,76,"2024-07-22","reparacion","Sensor puerta/ventana AC000076 no comunica. Reseteo y emparejamiento. Comunicación OK.",null
8,14,137,"2024-07-25","reparacion","Lámpara UV-C AC000137 fundida. Se sustituye lámpara. Esterilizador operativo.",null
9,16,55,"2024-07-30","reparacion","Error comunicación inversor solar AC000055. Se revisa cableado RS485. Comunicación restablecida.",null
10,17,89,"2024-08-01","reparacion","Actuador fan coil AC000089 no responde. Se sustituye actuador. Actuador operativo.",null
1,19,116,"2024-08-08","reparacion","Válvula antirretorno AC000116 no cierra bien. Se despieza y limpia. Cierre correcto.",null
2,22,38,"2024-08-12","reparacion","Presión baja circuito primario bomba calor AC000038. Se busca y repara fuga. Presión estable.",null
3,24,129,"2024-08-18","reparacion","Compuerta antirretorno AC000129 atascada. Se limpia y libera. Movimiento fluido.",null
4,25,109,"2024-08-20","reparacion","Membrana vaso expansión AC000109 dañada. Se sustituye vaso. Presión estable.",null
5,27,9,"2024-08-25","reparacion","Unidad interior AC000009 ruidosa. Se revisa turbina. Ruido reducido.",null
6,28,93,"2024-08-28","reparacion","Sensor presión diferencial AC000093 error lectura. Se verifica conexión a tubos. Lectura correcta.",null
7,30,138,"2024-09-05","reparacion","Motor extractor campana AC000138 falla. Sustitución de motor. Extractor operativo.",null
8,32,14,"2024-09-10","reparacion","Unidad exterior AC000014 con vibraciones. Se revisan silentblocks. Vibraciones reducidas.",null
9,33,110,"2024-09-12","reparacion","Vaso expansión agua potable AC000110 pierde aire. Se verifica válvula Schrader. Válvula OK.",null
10,35,34,"2024-09-18","reparacion","Radiador toallero AC000034 pierde agua por conexión. Se aprieta tuerca. Fuga sellada.",null
1,36,123,"2024-09-20","reparacion","Ventilador axial AC000123 no enciende. Se revisa alimentación. Alimentación correcta.",null
2,38,99,"2024-09-25","reparacion","Actuador válvula AC000099 no mueve válvula. Se sustituye actuador. Actuador operativo.",null
3,40,145,"2024-10-01","reparacion","Aislamiento AC000145 dañado por humedad. Se sustituye tramo. Aislamiento correcto.",null
4,42,74,"2024-10-08","reparacion","Detector humo AC000074 falsa alarma. Se limpia sensor óptico. Falsas alarmas eliminadas.",null
5,44,113,"2024-10-12","reparacion","Válvula mezcladora AC000113 no regula bien. Se limpia cartucho. Regulación correcta.",null
6,46,7,"2024-10-18","reparacion","AC portátil AC000007 desagua mal. Se limpia manguera de drenaje. Desagüe correcto.",null
7,2,79,"2024-10-22","reparacion","Sensor caudal agua AC000079 no mide. Se revisa impulsor. Impulsor gira libre.",null
8,4,104,"2024-10-28","reparacion","Calentador gas AC000104 no enciende a veces. Se limpia boquilla. Encendido estable.",null
9,6,17,"2024-11-05","reparacion","Unidad interior AC000017 gotea. Bandeja condensados sucia. Limpieza. Fuga resuelta.",null
10,8,49,"2024-11-10","reparacion","Bomba calor baja temperatura AC000049 error baja presión. Se revisa circuito. No se detectan fugas. Rellenado.",null
1,10,115,"2024-11-15","reparacion","Válvula compuerta AC000115 bloqueada. Se fuerza apertura/cierre. Válvula operativa.",null
2,12,8,"2024-11-20","reparacion","Unidad exterior multi-zona AC000008 sobrecalienta. Se limpia serpentín y verifica ventilador. Temperatura normal.",null
3,14,139,"2024-11-25","reparacion","Extractor baño AC000139 ruidoso. Se lubrica eje. Ruido reducido.",null
4,16,54,"2024-12-01","reparacion","Inversor solar AC000054 error de red. Se verifica conexión. Conexión correcta.",null
5,18,41,"2024-12-08","reparacion","Tiro inadecuado caldera leña AC000041. Se revisa chimenea. Chimenea limpia.",null
6,20,69,"2024-12-12","reparacion","Malla protección aves AC000069 rota. Se sustituye tramo. Protección restaurada.",null
7,22,38,"2024-12-18","reparacion","Circuito secundario bomba calor AC000038 baja presión. Se rellena y purga. Presión estable.",null
8,24,135,"2024-12-22","reparacion","Humidificador AC000135 no produce vapor. Se limpia membrana. Vapor producido.",null
9,26,57,"2024-12-20","reparacion","Comunicación BMS con batería solar AC000057 falla. Se revisa cableado. Comunicación restablecida.",null
10,28,26,"2024-12-31","reparacion","Error encendido caldera gas AC000026. Se limpia quemador piloto. Encendido correcto.",null
1,31,101,"2024-08-01","mantenimiento","Revisión anual termo eléctrico AC000101.",null
2,32,51,"2024-09-01","mantenimiento","Revisión anual paneles solares AC000051 (sustituido) - **Corrected: Use eq_id 5 for original panel or new ID for replacement**",null
3,33,88,"2024-10-01","mantenimiento","Mantenimiento actuador AC000088.",null
4,34,112,"2024-11-01","mantenimiento","Revisión válvula seguridad AC000112.",null
5,35,5,"2024-12-01","mantenimiento","Mantenimiento AC ventana AC000005.",null
6,36,42,"2025-01-20","reparacion","Fallo circuito control AC comercial AC000042. Sustitución placa. Equipo operativo.",null
7,37,78,"2025-02-20","reparacion","Sensor T/H AC000078 no reporta datos. Cableado cortado. Se repara. Datos recibidos.",null
8,38,121,"2025-03-20","reparacion","Intercambiador calor VRC AC000121 obstruido. Limpieza a fondo. Flujo de aire mejorado.",null
9,39,90,"2025-04-20","reparacion","Display medidor energía AC000090 no enciende. Revisión alimentación interna. Display OK.",null
10,40,44,"2025-05-20","reparacion","Acumulador ACS AC000044 pierde temperatura rápido. Aislamiento dañado. Se repara. Aislamiento correcto.",null
1,41,63,"2025-06-20","reparacion","Conector MC4 AC000063 roto. Sustitución. Conexión segura.",null
2,42,15,"2025-07-20","reparacion","Split inverter AC000015 ruidoso. Ventilador interior desbalanceado. Se sustituye. Ruido eliminado.",null
3,43,27,"2025-08-20","reparacion","Bomba calefacción caldera AC000027 no funciona. Sustitución. Bomba operativa.",null
4,44,75,"2025-09-20","reparacion","Sensor movimiento AC000075 falla intermitentemente. Revisión cableado. Cableado OK.",null
5,45,57,"2025-10-20","reparacion","Error comunicación BMS con batería AC000057. Actualización firmware. Comunicación restablecida.",null
6,46,105,"2025-11-20","reparacion","Bomba circuladora AC000105 no arranca. Capacitor dañado. Sustitución. Bomba operativa.",null
7,1,10,"2025-12-20","reparacion","Unidad exterior AC central AC000010 no arranca. Contacto relé quemado. Sustitución. Unidad arranca.",null
8,2,98,"2025-01-30","reparacion","Sensor presencia AC000098 no detecta. Lente sucia. Se limpia. Detección OK.",null
9,3,46,"2025-02-27","reparacion","Ruido bomba calor ACS AC000046. Rodamiento desgastado. Sustitución. Ruido eliminado.",null
10,4,35,"2025-03-30","reparacion","Fuga en tubería suelo radiante AC000035. Se localiza y repara. Fuga sellada.",null
1,5,59,"2025-04-30","reparacion","Estructura montaje solar AC000059 oxidada. Se lija y aplica protector. Protección aplicada.",null
2,7,37,"2025-05-30","reparacion","Motor sinfín caldera pellets AC000037 fallo. Sustitución. Alimentación pellets OK.",null
3,9,122,"2025-06-30","reparacion","Ventilador VREC AC000122 desbalanceado. Sustitución. Ruido eliminado.",null
4,11,53,"2025-07-30","reparacion","Panel flexible AC000053 despegado de nuevo. Se utiliza adhesivo más fuerte. Fijación segura.",null
5,13,76,"2025-08-30","reparacion","Sensor puerta/ventana AC000076 roto. Sustitución unidad. Sensor operativo.",null
6,14,137,"2025-09-30","reparacion","Lámpara UV-C AC000137 parpadea. Problema balasto. Sustitución balasto. Lámpara funciona bien.",null
7,16,55,"2025-10-30","reparacion","Inversor solar AC000055 bajo rendimiento string. Problema en optimizador. Planificada sustitución optimizador.",null
8,17,89,"2025-11-30","reparacion","Actuador fan coil AC000089 ruido. Se lubrica. Ruido reducido.",null
9,19,116,"2025-12-30","reparacion","Válvula antirretorno AC000116 no cierra. Sustitución muelle. Válvula OK.",null
10,21,6,"2024-07-01","reparacion","Problema retirada planificada AC000006. Cliente solicita retraso hasta 01/08/2024.",null
1,22,38,"2025-01-15","mantenimiento","Revisión rutinaria bomba calor aire-agua AC000038. Presiones OK.",null
2,24,129,"2025-02-15","mantenimiento","Inspección visual compuerta antirretorno AC000129.",null
3,25,109,"2025-03-15","mantenimiento","Verificación presión vaso expansión AC000109.",null
4,27,9,"2025-04-15","mantenimiento","Mantenimiento general multi-zona AC000009.",null
5,29,45,"2025-05-15","mantenimiento","Revisión calentador eléctrico instantáneo AC000045.",null
6,31,61,"2025-06-15","mantenimiento","Inspección cable solar AC000061.",null
7,33,110,"2025-07-15","mantenimiento","Verificación vaso expansión agua potable AC000110.",null
8,35,34,"2025-08-15","mantenimiento","Limpieza radiador toallero AC000034.",null
9,37,58,"2025-09-15","mantenimiento","Monitorización regulador carga MPPT AC000058.",null
10,39,48,"2025-10-15","mantenimiento","Inspección acumulador hidrónico AC000048.",null
1,41,19,"2025-11-15","mantenimiento","Limpieza unidad interior mini-split AC00019.",null
2,43,130,"2025-12-15","mantenimiento","Limpieza rejilla impulsión AC000130.",null
3,45,64,"2025-01-25","mantenimiento","Monitorización optimizador Solar Edge AC000064.",null
4,1,29,"2025-02-25","mantenimiento","Revisión caldera eléctrica AC000029.",null
5,3,142,"2025-03-25","mantenimiento","Inspección tubería PEX AC000142.",null
6,5,68,"2025-04-25","mantenimiento","Inspección seccionador CA AC000068.",null
7,7,94,"2025-05-25","mantenimiento","Prueba interruptor caudal aire AC000094.",null
8,9,124,"2025-06-25","mantenimiento","Limpieza ventilador centrífugo AC000124.",null
9,11,50,"2025-07-25","mantenimiento","Limpieza colector solar térmico AC000050.",null
10,13,81,"2025-08-25","mantenimiento","Verificación sensor nivel ultrasónico AC000081.",null
1,15,105,"2025-09-25","mantenimiento","Revisión bomba circuladora AC000105.",null
2,17,95,"2025-10-25","mantenimiento","Prueba termostato protección antihielo AC000095.",null
3,19,117,"2025-11-25","mantenimiento","Limpieza separador suciedad AC000117.",null
4,21,3,"2025-12-25","mantenimiento","Mantenimiento split AC000003.",null
5,23,82,"2025-01-10","mantenimiento","Verificación sensor luz AC000082.",null
6,25,111,"2025-02-10","mantenimiento","Verificación válvula reductora presión AC000111.",null
7,27,1,"2025-03-10","mantenimiento","Mantenimiento split AC000001.",null
8,29,71,"2025-04-10","mantenimiento","Revisión termostato inteligente AC000071.",null
9,31,101,"2025-05-10","mantenimiento","Revisión termo eléctrico AC000101.",null
10,33,88,"2025-06-10","mantenimiento","Verificación actuador AC000088.",null
1,35,5,"2025-07-10","mantenimiento","Mantenimiento AC ventana AC000005.",null
2,37,78,"2025-08-10","mantenimiento","Recalibración sensor temperatura/humedad AC000078.",null
3,39,90,"2025-09-10","mantenimiento","Verificación medidor energía AC000090.",null
4,41,63,"2025-10-10","mantenimiento","Inspección conectores MC4 AC000063.",null
5,43,27,"2025-11-10","mantenimiento","Revisión caldera gas AC000027.",null
6,45,57,"2025-12-10","mantenimiento","Revisión batería solar AC000057.",null
7,2,2,"2025-03-01","mantenimiento","Limpieza filtros unidad comercial AC000042.",null
8,4,4,"2025-04-01","mantenimiento","Inspección visual válvula seguridad AC000112.",null
9,6,6,"2025-05-01","mantenimiento","Limpieza filtros split AC000003.",null
10,8,8,"2025-06-01","mantenimiento","Cambio de filtros purificador AC000133.",null
1,10,10,"2025-07-01","mantenimiento","Mantenimiento unidad exterior AC central AC000010.",null
2,12,12,"2025-08-01","mantenimiento","Revisión termo eléctrico AC000102.",null
3,14,14,"2025-09-01","mantenimiento","Recalibración sensor T/H AC000078.",null
4,16,16,"2025-10-01","mantenimiento","Purga radiador AC000033.",null
5,18,18,"2025-11-01","mantenimiento","Lectura medidor energía AC000090.",null
6,20,20,"2025-12-01","mantenimiento","Revisión PTAC AC000020.",null
7,22,22,"2025-01-20","mantenimiento","Revisión caldera gas AC000022.",null
8,24,24,"2025-02-20","mantenimiento","Monitorización batería solar AC000024.",null
9,26,26,"2025-03-20","mantenimiento","Mantenimiento AC central AC000026.",null
10,28,28,"2025-04-20","mantenimiento","Revisión termo bomba calor AC000028.",null
1,30,30,"2025-05-20","mantenimiento","Inspección kit montaje solar AC000030.",null
2,32,32,"2025-06-20","mantenimiento","Mantenimiento caldera mixta AC000032.",null
3,34,34,"2025-07-20","mantenimiento","Inspección conductos AC000034.",null
4,36,36,"2025-08-20","mantenimiento","Mantenimiento split inverter AC000036.",null
5,38,38,"2025-09-20","mantenimiento","Limpieza filtro magnético AC000038.",null
6,40,40,"2025-10-20","mantenimiento","Mantenimiento PTAC AC000040.",null
7,42,42,"2025-11-20","mantenimiento","Mantenimiento AC comercial AC000042.",null
8,44,44,"2025-12-20","mantenimiento","Revisión acumulador ACS AC000044.",null
9,1,15,"2025-01-15","mantenimiento","Mantenimiento split inverter AC000015.",null
10,3,3,"2025-02-15","mantenimiento","Verificación actuador AC000003.",null
1,5,51,"2025-03-15","mantenimiento","Inspección panel solar AC000051.",null
2,7,71,"2025-04-15","mantenimiento","Revisión termostato inteligente AC000071.",null
3,9,122,"2025-05-15","mantenimiento","Limpieza VREC AC000122.",null
4,11,11,"2025-06-15","mantenimiento","Limpieza unidad interior mini-split AC000011.",null
5,13,13,"2025-07-15","mantenimiento","Verificación inversor solar AC000013.",null
6,15,15,"2025-08-15","mantenimiento","Mantenimiento unidad exterior multi-zona AC000015.",null
7,17,17,"2025-09-15","mantenimiento","Limpieza VRC AC000017.",null
8,19,19,"2025-10-15","mantenimiento","Inspección acumulador ACS AC000019.",null
9,21,21,"2025-11-15","mantenimiento","Mantenimiento split AC000021.",null
10,23,77,"2025-12-15","mantenimiento","Prueba sensor fuga agua AC000077.",null
1,25,109,"2025-01-20","mantenimiento","Verificación vaso expansión AC000109.",null
2,27,9,"2025-02-20","mantenimiento","Mantenimiento multi-zona AC000009.",null
3,29,45,"2025-03-20","mantenimiento","Revisión calentador eléctrico AC000045.",null
4,31,61,"2025-04-20","mantenimiento","Inspección cable solar AC000061.",null
5,33,110,"2025-05-20","mantenimiento","Verificación vaso expansión AC000110.",null
6,35,34,"2025-06-20","mantenimiento","Limpieza radiador toallero AC000034.",null
7,37,58,"2025-07-20","mantenimiento","Monitorización regulador carga AC000058.",null
8,39,48,"2025-08-20","mantenimiento","Inspección acumulador hidrónico AC000048.",null
9,41,19,"2025-09-20","mantenimiento","Limpieza unidad interior mini-split AC00019.",null
10,43,130,"2025-10-20","mantenimiento","Limpieza rejilla impulsión AC000130.",null
1,45,64,"2025-11-20","mantenimiento","Monitorización optimizador AC000064.",null
2,1,28,"2025-12-20","mantenimiento","Revisión caldera gasóleo AC000028.",null
3,3,141,"2025-01-30","mantenimiento","Inspección tubería cobre AC000141.",null
4,5,60,"2025-02-27","mantenimiento","Inspección montaje plano solar AC000060.",null
5,7,92,"2025-03-30","mantenimiento","Descarga datos registrador AC000092.",null
6,9,124,"2025-04-30","mantenimiento","Limpieza ventilador centrífugo AC000124.",null
7,11,50,"2025-05-30","mantenimiento","Limpieza colector solar AC000050.",null
8,13,81,"2025-06-30","mantenimiento","Verificación sensor nivel AC000081.",null
9,15,105,"2025-07-30","mantenimiento","Revisión bomba circuladora AC000105.",null
10,17,95,"2025-08-30","mantenimiento","Prueba termostato antihielo AC000095.",null
1,19,117,"2025-09-30","mantenimiento","Limpieza separador suciedad AC000117.",null
2,21,3,"2025-10-30","mantenimiento","Mantenimiento split AC000003.",null
3,23,82,"2025-11-30","mantenimiento","Verificación sensor luz AC000082.",null
4,25,111,"2025-12-30","mantenimiento","Verificación válvula reductora AC000111.",null
5,2,73,"2025-01-10","reparacion","Sensor CO AC000073 falsas alarmas. Se sustituye. Alarma correcta.",null
6,4,103,"2025-02-10","reparacion","Calentador gas AC000103 no modula llama. Se limpia válvula gas. Modulación correcta.",null
7,6,16,"2025-03-10","reparacion","Split inverter AC000016 hace ruido. Sustitución rodamiento ventilador exterior. Ruido eliminado.",null
8,8,47,"2025-04-10","reparacion","Radiador zócalo AC000047 con fuga. Se sella. Fuga detenida.",null
9,10,114,"2025-05-10","reparacion","Válvula bola AC000114 gotea. Se sustituye. No gotea.",null
10,12,4,"2025-06-10","reparacion","Split AC000004 fuga refrigerante. Localiza y repara en unidad exterior. Fuga sellada.",null
1,14,139,"2025-07-10","reparacion","Extractor baño AC000139 no enciende. Fusible quemado. Se sustituye fusible. Extractor operativo.",null
2,16,55,"2025-08-10","reparacion","Inversor solar AC000055 error string. Detecta panel defectuoso (ID 5). Se planifica sustitución panel.",null
3,18,41,"2025-09-10","reparacion","Caldera leña AC000041 no alcanza temperatura. Limpieza circuito humos. Temperatura correcta.",null
4,20,7,"2025-10-10","reparacion","AC portátil AC000007 error E4. Problema sensor temperatura. Se limpia sensor. Error resuelto.",null
5,22,38,"2025-11-10","reparacion","Bomba calor aire-agua AC000038 error flujo. Revisa bomba y válvula 3 vías. Válvula 3 vías atascada. Se libera.",null
